tidak_baku,kata_baku
ekluarga,keluarga
halluu,berhalusinasi
tloonggg,tolong
ga8isaee,tidak bisa
plzaa,tolong
cccuyzz,bro/sobat
7men,teman
smggg,semoga
jn2,jangan
kuyuu,yuk
tmnuu,teman
brozz,saudara
jjjd,jadi
akuiiy,aku
bslm,sebelum
dptaa,dapat
halu,berhalusinasi
saabi,bisa
bapeeran,baper
ga8isaaa,tidak bisa
gabiisa,tidak bisa
klaau,kalau
isy,si
gabisaeey,tidak bisa
fixxii,pasti
temmmen,teman
kmr,kemarin
gabbbutt,gabut
gkbissag,tidak bisa
akkk,aku
twtaat,twitter
ngbut,ngebut
thxiith,terima kasih
gabi5aee,tidak bisa
ifxxzz,pasti
balesaa,membalas
h4luu,berhalusinasi
ng9a,tidak
smtoo,semangat
bg3,sangat
luarbiasaa,luar biasa
jkii,jika
kl0,kalau
ggw,aku
kmnk,kemarin
bgsii,bagus
tap1,tetapi
kish,kasih
fitt,sehat
loii,kamu
yaya,ya
ngeut,ngebut
ltg,tolong
koe,baik
twtaazz,twitter
mlsss,malas
btwee,omong-omong
gdii,bagus
ksiih,kasih
ppls,tolong
nggegas,marah
sblmnnya2,sebelum
imoo,menurut saya
jddiy,jadi
krnn,karena
smpee,sampai
jk7,jakarta
mageree,malas bergerak
b9tb9,sangat
kuyyaa,yuk
ataaas2,atas
rply,membalas
bblom,belum
ccapek,lelah
oey,baik
k3luara,keluarga
dtp,dapat
cccuyy,bro/sobat
kklo2,kalau
jagnanlah,jangan
1fxx,pasti
ssmt,semangat
gabu7t2,gabut
skgzz,sekarang
jkaa,jika
luarbiasa,luar biasa
gggak,tidak
klgg,keluarga
luar8iasa,luar biasa
pedee43,percaya diri
tlllg,tolong
makasssih,terima kasih
dddmna,di mana
jggn2,jangan
keluargaaa,keluarga
brb,segera kembali
acpek13,lelah
kkmrn,kemarin
yfi,untuk informasi
kuuuy,yuk
gw5h,semoga cepat sembuh
o7w,sedang dalam perjalanan
ales,membalas
aqqa,aku
bucccin,budak cinta
ud4hu,sudah
gueuu,aku
j4ng4nl4h,jangan
wwwtf,apa-apaan
4t4s2,atas
balesii,membalas
nar,nanti
bloom,belum
bbanget,sangat
sosme,media sosial
kkmu,kamu
blo,belum
okeyyy,baik
blmaa,belum
luarbiasaee,luar biasa
yaud4h,ya sudah
janganlaaah,jangan
ajaoo,saja
gkee,tidak
brbbb,segera kembali
dapetaa,dapat
t0l0nggg,tolong
brobr,saudara
twtt,twitter
ma9er,malas bergerak
sosed,media sosial
fbuu,facebook
tnr,nanti
omaa,paman
luar88iasa,luar biasa
uuudah,sudah
pzl,tolong
jgnn2j,jangan
k3laurga,keluarga
tpai,tetapi
ngeaszz,marah
yaudaah,ya sudah
mageroo,malas bergerak
bbgs,bagus
gngak,tidak
kmreeny,kemarin
pilsszz,tolong
blomoob,belum
tolooonggg,tolong
gitttu,begitu
udaah,sudah
ngebtu,ngebut
keluara,keluarga
kaasi,kasih
9itu,begitu
tolongg9,tolong
bgttuu,sangat
l00hii,kamu
kkklokk,kalau
klouu73,kalau
magerii,malas bergerak
plzee,tolong
kmreenzz,kemarin
yaaaudah,ya sudah
thhx,terima kasih
sblmaasb,sebelum
siapp,siap
gtuee6,begitu
omguu,ya tuhan
keluagra,keluarga
kmuu,kamu
pl5,tolong
alayii,norak
audah,ya sudah
udddh,sudah
mlsii,malas
bcin,budak cinta
w7f,apa-apaan
kkalo,kalau
makkkasih,terima kasih
blomuu,belum
saaampe45,sampai
kmr333n,kemarin
caepk,lelah
plisss,tolong
gabisaeega,tidak bisa
luarb1asa,luar biasa
kalooo66,kalau
tnx,terima kasih
tmnii,teman
okoo,baik
nntiooy,nanti
kaaasi,kasih
jnganlah,jangan
gkbisssa,tidak bisa
janganlahhh,jangan
mmakasih,terima kasih
b9t72,sangat
krrnakr,karena
issi,si
sosmeed,media sosial
ntni,nanti
tolnoggg,tolong
fxix,pasti
bucinoo,budak cinta
karn,karena
bg7t,sangat
sammmpe,sampai
kkklool,kalau
maleees,malas
thxee,terima kasih
makasihii,terima kasih
sblmnnyaay,sebelum
7mn,teman
4tas2,atas
makaih,terima kasih
janganla,jangan
fi7,sehat
htx,terima kasih
keluargaa,keluarga
ggue,aku
ifxx,pasti
fitii,sehat
baperuu,baper
smgee,semoga
sblmnyaee,sebelum
gabisauu,tidak bisa
fyyyi,untuk informasi
dua,sudah
jkkkt,jakarta
hlu,berhalusinasi
ala,norak
plsis,tolong
gk8isa,tidak bisa
gaiiga,tidak
siapppaa,siap
dap3t,dapat
isis,si
5blmyna,sebelum
caek,lelah
9ak,tidak
thhhx,terima kasih
mkaih,terima kasih
ya5udaaah,ya sudah
krn4y,karena
blb,belum
alyy,norak
blmnya,sebelum
epozz,kepo
fiix,pasti
sblmnnyay,sebelum
twtaay,twitter
kkkeluarga,keluarga
sabiii,bisa
smpaai,sampai
loohoo,kamu
atas2oo,atas
lko,kalau
plsuu,tolong
gabutee,gabut
kaloaa,kalau
uuuda,sudah
sajaehoo,saja
pilss4,tolong
sbbblm,sebelum
tmeeen,teman
kalouu,kalau
fbbb,facebook
guue,aku
kleuarga,keluarga
iiimoi,menurut saya
gwshh,semoga cepat sembuh
sblmii,sebelum
siapppuu,siap
belomee,belum
sape,sampai
tolonnnggg,tolong
akasih,terima kasih
sssosmed,media sosial
malesoo,malas
gituii,begitu
bg73,sangat
luuu,kamu
tapiii,tetapi
alayoo,norak
s4bis4,bisa
maaksih53,terima kasih
luarbbiasazz,luar biasa
keluarrrga76,keluarga
b9ty,sangat
baperran,baper
jdoo,jadi
dmnn,di mana
luaaarbiasa,luar biasa
krn44n,karena
kepouu,kepo
taas2,atas
sippp,siap
dmmn,di mana
ngeasy,marah
temne,teman
fbii,facebook
sajaaaeh,saja
balesoo,membalas
tnxx,terima kasih
krrn,karena
bale,membalas
gabu7t7,gabut
aluu,berhalusinasi
loohiizz,kamu
gabuuutt,gabut
skaa,si
kmreen1,kemarin
keluaaarga,keluarga
siapppii1,siap
5mg,semoga
so5med,media sosial
8aper,baper
ajaeh,saja
mageer,malas bergerak
hallu33,berhalusinasi
sblm44,sebelum
keluarake,keluarga
nnnyok,ayo
bgttoo,sangat
y4sud4hh4,ya sudah
saaajaeh,saja
keluarrrga33,keluarga
gabis,tidak bisa
psl,tolong
ud4h25,sudah
mkasssih,terima kasih
smpii,sampai
gaii,tidak
ngeas60,marah
keluarrga,keluarga
kklool,kalau
bolm,belum
eblom,belum
ml57,malas
gggitu,begitu
bapern,baper
siaappp,siap
b4nget,sangat
kmshy,terima kasih
otwuu,sedang dalam perjalanan
nnggak,tidak
gtuee9,begitu
dp7,dapat
yauddah,ya sudah
keluarrrgake,keluarga
lkg,keluarga
si4pppii,siap
smtuu,semangat
brrrb,segera kembali
aatas2,atas
gggt,begitu
s14ppp,siap
bgsaa,bagus
gabisaee23,tidak bisa
sajaeeeh,saja
gaubtt,gabut
ajaee,saja
bucin8,budak cinta
brbii,segera kembali
karnaa,karena
kepoii,kepo
iimo,menurut saya
kelurga,keluarga
kmoo,kamu
haluee,berhalusinasi
gabtt,gabut
temenoo,teman
thxoo,terima kasih
makkasih,terima kasih
maaager,malas bergerak
kmnr,kemarin
masih,terima kasih
g4bisa,tidak bisa
bbtw,omong-omong
nnntar,nanti
ngegasss,marah
ml55l,malas
luarbiiasa,luar biasa
tmnnn,teman
aaj4,saja
twttt,twitter
luarbiaaasa,luar biasa
krn4kr,karena
sipapp,siap
malse,malas
yauuudah,ya sudah
brbee,segera kembali
repl47,membalas
llluarbiasa,luar biasa
belomaa,belum
isi,si
pedeepe,percaya diri
bgttee,sangat
temenee,teman
ajnirr,wah
akuiia,aku
yaudahh,ya sudah
mal3s,malas
mkshuu,terima kasih
sbl,sebelum
t4pii,tetapi
tmmen,teman
gabuutt,gabut
bbr,segera kembali
bgtee,sangat
8aanget,sangat
haul,berhalusinasi
siapppiiy,siap
ntrrr,nanti
kum,kamu
cyu,bro/sobat
nrt,nanti
aqw15,aku
bly,belum
acpekzz,lelah
ggd,bagus
haluuu,berhalusinasi
b9tt9,sangat
beolm,belum
s4mpe,sampai
bbbtw,omong-omong
5osmed,media sosial
alayaa,norak
allay,norak
gaaa,tidak
okeey,baik
tapiiy,tetapi
imooo,menurut saya
tm3n,teman
4ksi,kasih
ntarrr,nanti
tmmmen,teman
keluarrrgak,keluarga
9ue,aku
b7w,omong-omong
ggk,tidak
brb22,segera kembali
gabbisa,tidak bisa
smpppai,sampai
mmmager,malas bergerak
loh,kamu
b9tb,sangat
blmm,belum
luar8iasalu,luar biasa
gituoo,begitu
luarbbia5a,luar biasa
ngebt,ngebut
gabuttee,gabut
tmeen,teman
ifxxy,pasti
nntiaa,nanti
sblmaazz,sebelum
n9egas,marah
bap3r,baper
kkkuyy,yuk
aqw25,aku
b9t1,sangat
nnnti,nanti
pedeuu,percaya diri
ngeas,marah
atpi,tetapi
janganlahii,jangan
gwh,semoga cepat sembuh
ahlu,berhalusinasi
aqw,aku
dptee,dapat
llo,kamu
xoo,twitter/x
capekaa,lelah
duahha,sudah
cccuy66,bro/sobat
ift,sehat
jangaanlah,jangan
lkau,kalau
mkasiiih,terima kasih
bucinnn,budak cinta
jjd,jadi
ped3,percaya diri
lu4ri4s4,luar biasa
tmenii,teman
aku11,aku
aqwoo,aku
rrreply,membalas
gabisaee,tidak bisa
fixaa,pasti
udhh,sudah
sssmp,sampai
ngeeegas,marah
plsaap,tolong
malees,malas
sblmnay,sebelum
keluara7,keluarga
udha,sudah
dpttt,dapat
k4lo,kalau
sjaaeh,saja
aqw5,aku
gkisa,tidak bisa
saajaeh,saja
kalooo9,kalau
aqaa,aku
tapi,tetapi
gkkbisa,tidak bisa
pdt,dapat
hhhalu,berhalusinasi
kelarga,keluarga
yudah,ya sudah
sajaehuu,saja
7lg,tolong
tsk,terima kasih
bapper,baper
tapiuu,tetapi
ssk,si
ya7,ya
plis5zz,tolong
fyiee,untuk informasi
keluarrrga,keluarga
n7ar,nanti
luarbaisa,luar biasa
ng3as,marah
udhii,sudah
jdd1,jadi
at4s2,atas
annnjay,wah
mage,malas bergerak
ata2,atas
gkbissazz,tidak bisa
ngg4k,tidak
thxiiy,terima kasih
bapera,baper
tol0nggg,tolong
smmmpai,sampai
tks,terima kasih
4njay,wah
blllm,belum
jgnn278,jangan
jjanganlah,jangan
ng3gas,marah
acpeky,lelah
ssabi,bisa
yaaudah,ya sudah
nntiii,nanti
bucinni,budak cinta
kshi,kasih
ksihh,kasih
ntttar,nanti
ngegaaas,marah
gkbisaaa7,tidak bisa
gkii,tidak
keluarrrga4,keluarga
yaudahaazz,ya sudah
nggaa,tidak
anajy,wah
kkasi,kasih
keluarga,keluarga
kecerdasan buatan, ai
tap,tetapi
luar8iasaas,luar biasa
5kg,sekarang
bggs,bagus
okye,baik
nnttti,nanti
kyu,yuk
gkbis,tidak bisa
tkkks,terima kasih
gtt,sangat
smpaiii,sampai
skih,kasih
8gs,bagus
gwshaa,semoga cepat sembuh
8g7,sangat
repllp,membalas
egel,lelah
makaish,terima kasih
ssampe,sampai
okaa,baik
klauaa,kalau
akii,aku
kalozz,kalau
abperan,baper
luarbbiasay,luar biasa
tlgee,tolong
ook,baik
janganalh,jangan
ynok,ayo
ga8i5a,tidak bisa
jggn,jangan
saaampeee,sampai
bbro,saudara
fiiit,sehat
mk5h,terima kasih
tttwt,twitter
mlsoo,malas
sgm,semoga
nggakii,tidak
ngeas9,marah
klooo,kalau
tksuu,terima kasih
sosmeddd,media sosial
sblmaa53,sebelum
tnxee,terima kasih
ngbeut,ngebut
gkbisa,tidak bisa
t3men,teman
jddd,jadi
otttw,sedang dalam perjalanan
dmnee,di mana
gnegas,marah
pl5aa,tolong
bbblm,belum
tlgg,tolong
bbbgtt,sangat
okeee,baik
kmshkm,terima kasih
jgn2aa,jangan
ngeg4s,marah
kmshhs,terima kasih
ngebbbut,ngebut
bles,membalas
makashi,terima kasih
nngga,tidak
keluargaee30,keluarga
haluuoo,berhalusinasi
smtee,semangat
ya5ud4h,ya sudah
uddh,sudah
jgnn2jg,jangan
haluuee,berhalusinasi
belm,belum
akrna,karena
iggg,instagram
gbaisaas,tidak bisa
gabu7tzz,gabut
ngebutaa,ngebut
alllay,norak
louu,kamu
otwww,sedang dalam perjalanan
kmr3n,kemarin
gwwsh,semoga cepat sembuh
bg97,sangat
broo,saudara
krn4zz,karena
gabisaoo,tidak bisa
y4udah,ya sudah
tksee,terima kasih
kkklozz,kalau
repl9,membalas
pti,tetapi
luarbi4sa,luar biasa
oky,baik
ksihaa,kasih
tlgaa,tolong
blooom,belum
male5,malas
blomoo18,belum
nntioozz,nanti
ffix,pasti
twtaatw,twitter
mkaaasih,terima kasih
kelu4rg4,keluarga
aaqw,aku
epoe,kepo
maakasih,terima kasih
saja3h,saja
gkb1saaa,tidak bisa
okeuu,baik
blomooy,belum
baepran,baper
kgbisa,tidak bisa
gbaisa6,tidak bisa
ttmn,teman
bals,membalas
tttlg,tolong
keluargaee62,keluarga
gaoo,tidak
yasdah,ya sudah
buciny,budak cinta
idkuu,saya tidak tahu
plis5pl,tolong
gkbias,tidak bisa
jdiii,jadi
yadah,ya sudah
aaly,norak
belommm,belum
magerr,malas bergerak
bgb,sangat
kuyyii,yuk
gaii6,tidak
smtaa,semangat
gabissa,tidak bisa
kkkl0,kalau
isappp,siap
smapi,sampai
gka,tidak
dapeeet,dapat
ud4hud,sudah
skr9,sekarang
dmnaii,di mana
dmnii,di mana
gabsia,tidak bisa
okey,baik
keeepo,kepo
nyoookny,ayo
skroo,sekarang
kkkuy,yuk
brrro,saudara
keluargga,keluarga
ajaii,saja
gabisaee44,tidak bisa
karnauu,karena
twtaa5,twitter
saaampe5,sampai
brbzz,segera kembali
kmmm,kamu
maels,malas
sblmnnyaaa,sebelum
sosmedaa,media sosial
nntti,nanti
keluaraaa,keluarga
klouuk,kalau
replyuu,membalas
gkbisaaay,tidak bisa
ajirr,wah
keluara21,keluarga
gtoo,begitu
gba1sa,tidak bisa
mtn,teman
sblmyna8,sebelum
sbbblmnya,sebelum
blmo,belum
mkasihh,terima kasih
krn4,karena
gk8issa,tidak bisa
sblmynaaa,sebelum
pegelii,pegal
janganlahh,jangan
idkkk,saya tidak tahu
kmrenoo,kemarin
haahha,tertawa
wkwwk,tertawa
hahahaee,tertawa
ixixi,tertawa
hahahhha,tertawa
hahaa,tertawa
ixixiy,tertawa
hahahaoo,tertawa
wkkkwk,tertawa
wkwkee,tertawa
xiixi,tertawa
hhaaha,tertawa
hahhhaha,tertawa
h4haha,tertawa
hhaha,tertawa
hhhahaha,tertawa
hahaha,tertawa
hahaaha,tertawa
hahahaaa,tertawa
wkwkaa,tertawa
hahah4,tertawa
wwkwk,tertawa
wkwkoo,tertawa
haaahaha,tertawa
wkk,tertawa
wwwkwk,tertawa
wwkk,tertawa
hahha,tertawa
ixixiii,tertawa
hahhaha,tertawa
wkwkk,tertawa
ixixii,tertawa
wkwwwk,tertawa
wkwkkk,tertawa
1x1x1,tertawa
kwk,tertawa
hahahaii,tertawa
wkw,tertawa
wwk,tertawa
hahaah,tertawa
ixixizz,tertawa
ahaha,tertawa
hahah,tertawa
wkwkuu,tertawa
wkkwk,tertawa
hahahha,tertawa
hah4ha,tertawa
hahahauu,tertawa
wkwkii,tertawa
ixixi8,tertawa
hahahaa,tertawa
hahaaaha,tertawa
hhahaha,tertawa
hahhaa,tertawa
ixixi70,tertawa
wkkw,tertawa
h4h4h4,tertawa
ahhaha,tertawa
xixii,tertawa
kwwk,tertawa
haahaha,tertawa
haaha,tertawa
wkwk,tertawa
you,kamu
time,waktu
search,cari
